de	d e
freqüentada	f ɾ e k w e n t a d a
fresa	f ɾ e s a
fugi	f u d͡ʒ i
fátima	f a t i m a
fílmica	f i l m i k a
garrí	ɡ a r r i
gascon	ɡ a s k ɔ n
gear	d͡ʒ a ɾ
goldstone	ɡ o l d s t o n e
gui	ɡ i
halal	h a l a l
hasél	a s e l
hispanes	i s p a n e s
huerga	w e ɾ ɡ a
immemorial	i m m e m o ɾ j a l
implementi	i m p l e m e n t i
imposaven	i m p o s a v ɛ n
indià	i n d j a
influiria	i n f l u i ɾ j a
instaura	i n s t a w ɾ a
instructora	i n s t ɾ u k t o ɾ a
intensius	i n t e n s j u s
jacobina	ʒ a k o b i n a
josu	ʒ o s u
kahoot	k a h u t
keren	k e ɾ ɛ n
landa	l a n d a
mads	m a d s
magical	m a d͡ʒ i k a l
majoría	m a ʒ o ɾ i a
maltès	m a l t ɛ s
marbà	m a ɾ b a
marginalitat	m a ɾ d͡ʒ i n a l i t a t
maroto	m a ɾ o t o
matraca	m a t ɾ a k a
medial	m e d j a l
melanina	m e l a n i n a
melas	m e l a s
memò	m e m ɔ
menyspreus	m e n i s p ɾ e u s
meranges	m e ɾ a n d͡ʒ e s
meravelli	m e ɾ a v ɛ l l i
meteora	m e t e o ɾ a
millorades	m i l l o ɾ a d e s
moca	m o k a
multilaterals	m u l t i l a t e ɾ a l s
métis	m e t i s
natures	n a t u ɾ e s
naut	n a u t
noni	n o n i
odo	o d o
oníric	o n i ɾ i k
orihuela	o ɾ i h w e l a
panxeta	p a n ʃ e t a
paralímpic	p a ɾ a l i m p i k
pederàstia	p e d e ɾ a s t i a
pensatiu	p e n s a t j u
perplexa	p e ɾ p l e ʃ a
plis	p l i s
polinomis	p o l i n ɔ m i s
poloneses	p o l o n e s e s
posaríem	p o s a ɾ i e m
posàvem	p o s a v e m
prematurs	p ɾ e m a t u ɾ s
preserven	p ɾ e s e ɾ v e n
prestades	p ɾ e s t a d e s
primary	p ɾ i m a ɾ i
probiòtics	p ɾ o b j ɔ t i k s
programas	p ɾ o ɡ ɾ a m a s
promulgada	p ɾ o m u l ɡ a d a
propines	p ɾ o p i n e s
published	p u b l i ʃ e d
pupils	p u p i l s
pàmfil	p a m f i l
rare	r a ɾ e
región	r e d͡ʒ j o n
renato	r e n a t o
reproduïa	r e p ɾ o d u i a
rifkin	ɾ i f k i n
roar	r o a ɾ
rúbrica	r u b ɾ i k a
sae	s a e
salins	s a l i n s
semàntics	s e m a n t i k s
setí	s e t i
sido	s i d o
simbol	s i m b o l
somric	s o m ɾ i k
sì	s i
taurí	t a u ɾ i
telefonada	t e l e f o n a d a
traduïm	t ɾ a d u i m
tronades	t ɾ o n a d e s
turis	t u ɾ i s
turno	t u ɾ n o
unis	u n i s
urtasun	u ɾ t a s u n
verdosos	v e ɾ d o s o s
victimes	v i k t i m e s
viquipedistes	v i k i p e d i s t e s
viscosa	v i s k o s a
wikis	w i k i s
xesca	ʃ e s k a
xoriços	ʃ o ɾ i s o s
àrtics	a ɾ t i k s
activity	a k t i v i t i
adductor	a d d u k t o ɾ
aeròdroms	a e ɾ ɔ d ɾ o m s
afi	a f i
agregadors	a ɡ ɾ e ɡ a d o ɾ s
akram	a k ɾ a m
alcans	a l k a n s
amoïnat	a m o i n a t
andina	a n d i n a
animalades	a n i m a l a d e s
animà	a n i m a
antagonistes	a n t a ɡ o n i s t e s
antónio	a n t ɔ n j o
aprofités	a p ɾ o f i t e s
arale	a ɾ a l e
arbrada	a ɾ b ɾ a d a
arctic	a ɾ k t i k
arlequí	a ɾ l e k i
ashoka	a ʃ o k a
aten	a t ɛ n
atl	a t l
auch	a u ʃ
avergonyida	a v e ɾ ɡ o n j i d a
aïda	a i d a
baggio	b a d d͡ʒ o
baldaquí	b a l d a k i
blackwood	b l a k w u d
bohemis	b o e m i s
bozzo	b o t t͡s o
brick	b ɾ i k
bugadera	b u ɡ a d e ɾ a
burka	b u ɾ k a
campània	k a m p a n j a
capçals	k a p s a l s
carolines	k a ɾ o l i n e s
casero	k a s e ɾ o
cervesera	θ e ɾ v e s e ɾ a
cincinnati	t͡ʃ i n t͡ʃ i n n a t i
citoplasma	t͡ʃ i t o p l a z m a
colem	k o l e m
colomí	k o l o m i
comentaré	k o m e n t a ɾ e
cometia	k o m e t j a
cone	k o n e
consistiria	k o n s i s t i ɾ j a
contigus	k o n t i ɡ u s
coordinem	k o o ɾ d i n e m
copenhague	k o p e n a ɡ e
creuarà	k ɾ e w a ɾ a
criticà	k ɾ i t i k a
curadors	k u ɾ a d o ɾ s
curava	k u ɾ a v a
cutícula	k u t i k u l a
debiliten	d e b i l i t e n
degas	d e ɡ a s
degradades	d e ɡ ɾ a d a d e s
demócrata	d e m ɔ k ɾ a t a
desconnectada	d e s k o n n e k t a d a
desencadenen	d e s e n k a d e n e n
desordenades	d e s o ɾ d e n a d e s
determinava	d e t e ɾ m i n a v a
dicaprio	d i k a p ɾ j o
dignatari	d i ɲ ɲ a t a ɾ i
dinovena	d i n o v e n a
distanciat	d i s t a n t͡ʃ a t
drenada	d ɾ e n a d a
edèn	e d ɛ n
ejemplo	e ʒ e m p l o
electoralistes	e l ɛ k t o ɾ a l i s t e s
elevadora	e l e v a d o ɾ a
emèrita	e m ɛ ɾ i t a
encuriosida	e n k u ɾ j o s i d a
escarpat	e s k a ɾ p a t
españolas	e s p a ɲ o l a s
esquerdada	e s k e ɾ d a d a
estalviarem	e s t a l v j a ɾ e m
estatuto	e s t a t u t o
estranyesa	e s t ɾ a n j e s a
everett	e v e ɾ e t
features	f e a t u ɾ e s
federica	f e d e ɾ i k a
felina	f e l i n a
fiebre	f j e b ɾ e
filadora	f i l a d o ɾ a
filatura	f i l a t u ɾ a
flamarada	f l a m a ɾ a d a
flos	f l o s
fàbregues	f a b ɾ e ɡ e s
gendarmeria	d͡ʒ e n d a ɾ m e ɾ j a
gentils	d͡ʒ ɛ n t i l s
gino	d͡ʒ i n o
grífols	ɡ ɾ i f o l s
habitacles	a b i t a k l e s
heretà	e ɾ e t a
highway	h i ɡ w a j
humanos	u m a n o s
incompatibilitats	i n k o m p a t i b i l i t a t s
inofensives	i n o f e n s i v e s
inscriviu	i n s k ɾ i v j u
insegures	i n s e ɡ u ɾ e s
invicta	i n v i k t a
ius	j u s
jarabe	ʒ a ɾ a b e
jerome	ʒ e ɾ o m e
jock	d͡ʒ ɔ k
jud	ʒ u d
juncà	ʒ u n k a
katia	k a t j a
lacustre	l a k u s t ɾ e
lahoz	l a h o z
laporte	l a p o ɾ t e
librería	l i b ɾ e ɾ i a
limítrofes	l i m i t ɾ o f e s
mafioses	m a f j o s e s
maris	m a ɾ i s
martinica	m a ɾ t i n i k a
maxine	m a ʃ i n e
melòdiques	m e l ɔ d i k e s
mesurava	m e s u ɾ a v a
metòdica	m e t ɔ d i k a
mikey	m i k e j
milagro	m i l a ɡ ɾ o
milena	m i l e n a
misión	m i s j ɔ n
mojica	m o ʒ i k a
mojitos	m o ʒ i t o s
moralista	m o ɾ a l i s t a
naboo	n a b u
nika	n i k a
noches	n ɔ ʃ e s
norge	n ɔ ɾ d͡ʒ e
octagonal	o k t a ɡ o n a l
oradora	o ɾ a d o ɾ a
ortogonal	o ɾ t o ɡ o n a l
pades	p a d e s
paleontòleg	p a l e o n t ɔ l e ɡ
paperina	p a p e ɾ i n a
parkes	p a ɾ k e s
paulino	p a w l i n o
pendrive	p e n d ɾ i v e
pensarem	p e n s a ɾ e m
perdido	p e ɾ d i d o
permis	p e ɾ m i s
pey	p e j
phi	f i
playing	p l a j i ŋ
plé	p l e
podras	p o d ɾ a s
polides	p o l i d e s
políticas	p o l i t i k a s
prefabricada	p ɾ e f a b ɾ i k a d a
programables	p ɾ o ɡ ɾ a m a b l e s
pulla	p u l l a
quietud	k j e t u d
reafirmem	r e a f i ɾ m e m
recreat	r e k ɾ e a t
repesca	r e p e s k a
reposi	r e p o s i
retornarem	r e t o ɾ n a ɾ e m
rudes	r u d e s
salama	s a l a m a
sanefes	s a n e f e s
saramago	s a ɾ a m a ɡ o
scar	s k a ɾ
segador	s e ɡ a d o ɾ
seguisc	s e ɡ i s k
sme	z m e
soi	s ɔ i
soli	s o l i
stravinsky	s t ɾ a v i n s k i
subies	s u b j e s
sugranyes	s u ɡ ɾ a n j e s
sust	s u s t
teològics	t e o l ɔ d͡ʒ i k s
teti	t e t i
tible	t i b l e
titi	t i t i
toscà	t o s k a
transistors	t ɾ a n s i s t o ɾ s
transitòries	t ɾ a n s i t ɔ ɾ j e s
transtorn	t ɾ a n s t ɔ ɾ n
veis	v e i s
veronika	v e ɾ ɔ n i k a
vertebrals	v e ɾ t e b ɾ a l s
verídic	v e ɾ i d i k
vienesa	v j e n e s a
viladoms	v i l a d o m s
viña	v i ɲ a
voladura	v o l a d u ɾ a
volkov	v o l k o v
volteta	v o l t e t a
voor	v oː ɾ
xatonada	ʃ a t o n a d a
xòfer	ʃ ɔ f e ɾ
zag	z a ɡ
across	a k ɾ ɔ s
adoptaren	a d o p t a ɾ ɛ n
aes	a e s
alameda	a l a m e d a
alatriste	a l a t ɾ i s t e
algunas	a l ɡ u n a s
algunos	a l ɡ u n o s
alimentem	a l i m e n t e m
altés	a l t e s
amiens	a m j ɛ n s
andalusina	a n d a l u s i n a
ane	a n e
anecdòtic	a n e k d ɔ t i k
angoleses	a n ɡ o l e s e s
antibales	a n t i b a l e s
arbona	a ɾ b o n a
arsèguel	a ɾ s ɛ ɡ ɛ l
aspb	a s p e b e
atretes	a t ɾ e t e s
baionetes	b a j o n e t e s
baruc	b a ɾ u k
baydal	b a j d a l
becaina	b e k a j n a
benasc	b e n a s k
biomèdiques	b i o m ɛ d i k e s
bioseguretat	b i o s e ɡ u ɾ e t a t
bodhi	b o d i
boldú	b o l d u
bun	b u n
calypso	k a l i p s o
camillo	k a m i l l o
capdella	k a p d ɛ l l a
cartas	k a ɾ t a s
chiva	ʃ i v a
compartiria	k o m p a ɾ t i ɾ j a
compensarà	k o m p e n s a ɾ a
complix	k o m p l i k s
comprovats	k o m p ɾ o v a t s
concentraven	k o n t͡ʃ e n t ɾ a v e n
coney	k o n e j
consultades	k o n s u l t a d e s
contesti	k o n t e s t i
costumistes	k o s t u m i s t e s
cívico	θ i v i k o
cònic	k ɔ n i k
damián	d a m j a n
decades	d e k a d e s
desocupat	d e s o k u p a t
desproveït	d e s p ɾ o v e i t
desventures	d e z v e n t u ɾ e s
deusto	d e u s t o
distribuïa	d i s t ɾ i b u i a
distribuïdores	d i s t ɾ i b u i d o ɾ e s
eddard	e d d a ɾ d
edificats	e d i f i k a t s
emportaven	e m p o ɾ t a v ɛ n
empresonen	e m p ɾ e s o n ɛ n
emprà	e m p ɾ a
eroles	e ɾ o l e s
escapulari	e s k a p u l a ɾ i
esmentem	e z m e n t e m
esporàdic	e s p o ɾ a d i k
espàtula	e s p a t u l a
establida	e s t a b l i d a
estapé	e s t a p e
evidenciat	e v i d e n t͡ʃ a t
felí	f e l i
flip	f l i p
fonètics	f o n ɛ t i k s
foradet	f o ɾ a d e t
forjades	f o ɾ ʒ a d e s
foss	f ɔ s
fresat	f ɾ e s a t
fresco	f ɾ e s k o
frondosa	f ɾ o n d o s a
fust	f u s t
fustat	f u s t a t
galinsoga	ɡ a l i n s o ɡ a
gaz	ɡ a z
gelosos	d͡ʒ e l o s o s
gto	ɡ t o
guadalquivir	ɡ w a d a l k i v i ɾ
gòspel	ɡ ɔ s p e l
iconoclasta	i k o n o k l a s t a
illeta	i l l e t a
imagini	i m a d͡ʒ i n i
implantada	i m p l a n t a d a
importador	i m p o ɾ t a d o ɾ
inacabades	i n a k a b a d e s
inclán	i n k l a n
incorporaven	i n k o ɾ p o ɾ a v e n
inepte	i n ɛ p t e
innates	i n n a t e s
intangible	i n t a n d͡ʒ i b l e
interpretarà	i n t e ɾ p ɾ e t a ɾ a
janés	ʒ a n e s
juri	ʒ u ɾ i
jònic	ʒ ɔ n i k
karlos	k a ɾ l o s
khatib	k a t i b
lafarge	l a f a ɾ d͡ʒ e
lili	l i l i
literature	l i t e ɾ a t u ɾ e
lítica	l i t i k a
mah	m a
malabarista	m a l a b a ɾ i s t a
manfred	m a n f ɾ e d
matriculat	m a t ɾ i k u l a t
matthias	m a t t j a s
microscòpiques	m i k ɾ o s k ɔ p i k e s
minibar	m i n i b a ɾ
monacal	m o n a k a l
multiple	m u l t i p l e
muncunill	m u n k u n i l
nagorno	n a ɡ o ɾ n o
narmada	n a ɾ m a d a
nene	n e n e
nudistes	n u d i s t e s
opacs	o p a k s
opini	o p i n i
oriente	o ɾ j ɛ n t e
ortí	o ɾ t i
parpella	p a ɾ p ɛ l l a
pederasta	p e d e ɾ a s t a
pedrís	p e d ɾ i s
pictogrames	p i k t o ɡ ɾ a m e s
pinacle	p i n a k l e
pirelli	p i ɾ ɛ l l i
piso	p i s o
plastilina	p l a s t i l i n a
portolà	p o ɾ t o l a
pow	p o w
practicats	p ɾ a k t i k a t s
pratt	p ɾ a t
preromànic	p ɾ e ɾ o m a n i k
prevalen	p ɾ e v a l ɛ n
programable	p ɾ o ɡ ɾ a m a b l e
promises	p ɾ o m i s e s
pròpi	p ɾ ɔ p i
pubis	p u b i s
pupitres	p u p i t ɾ e s
purità	p u ɾ i t a
pàtina	p a t i n a
père	p ɛ ɾ
quarterades	k w a ɾ t e ɾ a d e s
reclamats	r e k l a m a t s
reclús	r e k l u s
rino	r i n o
sabé	s a b e
sanguinaris	s a n ɡ i n a ɾ i s
secure	s e k u ɾ e
semis	s e m i s
sepa	s e p a
shaft	ʃ a f t
signataris	s i ɲ ɲ a t a ɾ i s
sinus	s i n u s
sivelles	s i v ɛ l l e s
sonya	s o n j a
sospitat	s o s p i t a t
subcomarca	s u b k o m a ɾ k a
sudoku	s u d o k u
suplementari	s u p l e m e n t a ɾ i
sèpsia	s ɛ p s j a
súplica	s u p l i k a
tarifàries	t a ɾ i f a ɾ j e s
tatuat	t a t u a t
taxonòmica	t a k s o n ɔ m i k a
tectòniques	t e k t ɔ n i k e s
teledeporte	t e l e d e p o ɾ t e
timbuctu	t i m b u k t u
trobadoresca	t ɾ o b a d o ɾ e s k a
ubicava	u b i k a v a
vaquetes	v a k e t e s
vesícula	v e s i k u l a
vivancos	v i v a n k o s
vose	v o s e
àcars	a k a ɾ s
études	e t u d e s
abastava	a b a s t a v a
abercrombie	a b e ɾ k ɾ o m b j e
acomoda	a k o m o d a
afinats	a f i n a t s
agust	a ɡ u s t
ajustable	a ʒ u s t a b l e
albercocs	a l b e ɾ k o k s
alfals	a l f a l s
alias	a l j a s
altíssima	a l t i s s i m a
amargo	a m a ɾ ɡ o
anxova	a n ʃ o v a
anòmala	a n ɔ m a l a
aplaudida	a p l a w d i d a
arabs	a ɾ a b s
arbòries	a ɾ b ɔ ɾ j e s
aris	a ɾ i s
artistas	a ɾ t i s t a s
aturava	a t u ɾ a v a
avinentesa	a v i n e n t e s a
bakshi	b a k ʃ i
bands	b a n d s
basalt	b a s a l t
basíliques	b a s i l i k e s
benach	b e n a ʃ
benicalap	b e n i k a l a p
bologna	b o l o ɲ ɲ a
boutique	b u t i k e
bug	b u ɡ
calculo	k a l k u l o
campaña	k a m p a ɲ a
canterbury	k a n t e ɾ b u ɾ i
caoba	k a o b a
captivat	k a p t i v a t
cardiopatia	k a ɾ d j o p a t i a
caritatiu	k a ɾ i t a t j u
carmelita	k a ɾ m e l i t a
casasses	k a s a s s e s
clear	k l e a ɾ
collida	k o l l i d a
combinin	k o m b i n i n
cometin	k o m e t i n
comprensius	k o m p ɾ e n s j u s
contraposades	k o n t ɾ a p o s a d e s
criolla	k ɾ i ɔ l l a
cromàtiques	k ɾ o m a t i k e s
cuinetes	k ɥ i n e t e s
cure	k u ɾ e
càtar	k a t a ɾ
dafne	d a f n e
decantà	d e k a n t a
declaraven	d e k l a ɾ a v e n
defensades	d e f e n s a d e s
deforme	d e f o ɾ m e
descobridors	d e s k o b ɾ i d o ɾ s
descrivim	d e s k ɾ i v i m
desmaia	d e z m a j a
deveses	d e v e s e s
dinàstica	d i n a s t i k a
discontinuïtat	d i s k o n t i n u i t a t
dominicà	d o m i n i k a
drivers	d ɾ i v e ɾ s
dupla	d u p l a
dust	d u s t
dúctil	d u k t i l
edebé	e d e b e
elmore	e l m o ɾ e
embargo	e m b a ɾ ɡ o
encomani	e n k o m a n i
equivaldria	e k i v a l d ɾ j a
escalfi	e s k a l f i
escombrada	e s k o m b ɾ a d a
esforçava	e s f o ɾ s a v a
esfosa	e s f o s a
esmuc	e z m u k
espagne	e s p a ɲ ɲ e
esquelètiques	e s k e l ɛ t i k e s
estadella	e s t a d ɛ l l a
etiologia	e t i o l o d͡ʒ i a
faltés	f a l t e s
famolenc	f a m o l ɛ n k
fastidiosa	f a s t i d j o s a
fesol	f e s o l
ficaven	f i k a v ɛ n
fúnebres	f u n e b ɾ e s
galvany	ɡ a l v a n i
generà	d͡ʒ e n e ɾ a
giotto	d͡ʒ o t t o
gloses	ɡ l o s e s
godard	ɡ o d a ɾ d
gorja	ɡ o ɾ ʒ a
grupos	ɡ ɾ u p o s
gàmetes	ɡ a m e t e s
halim	h a l i m
hematologia	e m a t o l o d͡ʒ i a
hidrogràfiques	i d ɾ o ɡ ɾ a f i k e s
iles	i l e s
imac	i m a k
importaria	i m p o ɾ t a ɾ j a
industrias	i n d u s t ɾ j a s
ineficaços	i n e f i k a s o s
infortunis	i n f o ɾ t u n i s
iranzo	i ɾ a n t͡s o
ita	i t a
jojo	ʒ o ʒ o
jugabilitat	ʒ u ɡ a b i l i t a t
kahlo	k a l o
kilograms	k i l o ɡ ɾ a m s
kirov	k i ɾ ɔ v
lilit	l i l i t
livi	l i v i
maga	m a ɡ a
malagueny	m a l a ɡ ɛ n i
malfactor	m a l f a k t o ɾ
malvades	m a l v a d e s
manufacturats	m a n u f a k t u ɾ a t s
mardi	m a ɾ d i
melmelades	m e l m e l a d e s
menàrguens	m e n a ɾ ɡ ɛ n s
mf	ɛ m ɛ f
migue	m i ɡ e
mimat	m i m a t
mitocondrial	m i t o k o n d ɾ j a l
mondo	m o n d o
monorail	m o n o ɾ a j l
mostraré	m o s t ɾ a ɾ e
mòdol	m ɔ d o l
mòrbida	m ɔ ɾ b i d a
najib	n a ʒ i b
nanopartícules	n a n o p a ɾ t i k u l e s
negarà	n e ɡ a ɾ a
neàpolis	n e a p o l i s
nominades	n o m i n a d e s
numerada	n u m e ɾ a d a
obeït	o b e i t
oea	o e a
olimpo	o l i m p o
olympus	o l i m p u s
omg	o m ɡ
optava	o p t a v a
ordinas	o ɾ d i n a s
oros	o ɾ o s
palangana	p a l a n ɡ a n a
partes	p a ɾ t e s
pelota	p e l o t a
pilona	p i l o n a
polgár	p o l ɡ a ɾ
pongo	p o n ɡ o
presió	p ɾ e s j ɔ
progreso	p ɾ o ɡ ɾ e s o
propenses	p ɾ o p ɛ n s e s
pure	p u ɾ e
pòdium	p ɔ d j u m
quadrigues	k w a d ɾ i ɡ e s
radiadors	r a d j a d o ɾ s
rectoral	r e k t o ɾ a l
reculem	r e k u l e m
reformades	r e f o ɾ m a d e s
regalin	r e ɡ a l i n
regulable	r e ɡ u l a b l e
reixat	r e j ʃ a t
rescloses	r e s k l o s e s
rugosa	r u ɡ o s a
sabatés	s a b a t e s
salah	s a l a
salpa	s a l p a
senabre	s e n a b ɾ e
senderi	s e n d e ɾ i
setmaneta	s e t m a n e t a
sicut	s i k u t
sidral	s i d ɾ a l
sind	s i n d
stannis	s t a n n i s
suris	s u ɾ i s
sífilis	s i f i l i s
tammy	t a m m i
tanit	t a n i t
tediosa	t e d j o s a
tiberius	t i b e ɾ j u s
todavía	t o d a v i a
trànsits	t ɾ a n s i t s
uberto	u b ɛ ɾ t o
udi	u d i
valencianitat	v a l e n t͡ʃ a n i t a t
valguin	v a l ɡ i n
vandàlic	v a n d a l i k
venosa	v e n o s a
verinoses	v e ɾ i n o s e s
versets	v e ɾ s e t s
viada	v j a d a
viudes	v j u d e s
vivid	v i v i d
xerès	ʃ e ɾ ɛ s
xingu	ʃ i n ɡ u
yui	j u i
ziggy	z i ɡ ɡ i
últimos	u l t i m o s
abandono	a b a n d o n o
abreviatures	a b ɾ e v j a t u ɾ e s
acudí	a k u d i
adelantar	a d e l a n t a ɾ
adornen	a d o ɾ n ɛ n
aglutinat	a ɡ l u t i n a t
alcaldables	a l k a l d a b l e s
alfàs	a l f a s
algerianes	a l d͡ʒ e ɾ j a n e s
alimentades	a l i m e n t a d e s
almendros	a l m e n d ɾ o s
almúnia	a l m u n j a
amelie	a m e l j e
anatòmics	a n a t ɔ m i k s
anglicana	a n ɡ l i k a n a
ansa	a n s a
aparellat	a p a ɾ e l l a t
aplom	a p l ɔ m
arbustives	a ɾ b u s t i v e s
ardor	a ɾ d o ɾ
arguiñano	a ɾ ɡ i ɲ a n o
bades	b a d e s
bahamas	b a h a m a s
bandada	b a n d a d a
beef	b i f
belis	b e l i s
bernadí	b e ɾ n a d i
bioquímic	b i o k i m i k
bride	b ɾ i d e
cache	k a ʃ e
cadci	k a d t͡ʃ i
caf	k a f
calòrica	k a l ɔ ɾ i k a
carnívor	k a ɾ n i v o ɾ
carteles	k a ɾ t e l e s
cerverí	θ e ɾ v e ɾ i
compulsius	k o m p u l s j u s
condensats	k o n d e n s a t s
consistí	k o n s i s t i
contralt	k o n t ɾ a l t
contraresta	k o n t ɾ a ɾ e s t a
coproduït	k o p ɾ o d u i t
coquetes	k o k e t e s
costal	k o s t a l
criticable	k ɾ i t i k a b l e
cupè	k u p ɛ
càbala	k a b a l a
database	d a t a b a s e
davide	d a v i d e
debia	d e b j a
dedicatòries	d e d i k a t ɔ ɾ j e s
demetrius	d e m e t ɾ j u s
deontologia	d e o n t o l o d͡ʒ i a
determinà	d e t e ɾ m i n a
detindre	d e t i n d ɾ e
digitales	d i d͡ʒ i t a l e s
discmedi	d i s k m e d i
dispensat	d i s p e n s a t
distanciats	d i s t a n t͡ʃ a t s
domesticades	d o m e s t i k a d e s
donadors	d o n a d o ɾ s
doñana	d o ɲ a n a
elusió	e l u s j ɔ
equilibra	e k i l i b ɾ a
equí	e k i
escribes	e s k ɾ i b e s
espartanes	e s p a ɾ t a n e s
estimuli	e s t i m u l i
etologia	e t o l o d͡ʒ i a
farmacològics	f a ɾ m a k o l ɔ d͡ʒ i k s
faroles	f a ɾ o l e s
fecal	f e k a l
fedra	f e d ɾ a
ferem	f e ɾ e m
figure	f i ɡ u ɾ e
fonològica	f o n o l ɔ d͡ʒ i k a
forcat	f o ɾ k a t
funden	f u n d ɛ n
galápagos	ɡ a l a p a ɡ o s
ganas	ɡ a n a s
generis	d͡ʒ e n e ɾ i s
geraldo	d͡ʒ e ɾ a l d o
ginebre	d͡ʒ i n e b ɾ e
granítica	ɡ ɾ a n i t i k a
grutes	ɡ ɾ u t e s
guantánamo	ɡ w a n t a n a m o
guardarem	ɡ w a ɾ d a ɾ e m
guyana	ɡ u j a n a
gva	ɡ v a
heraldo	e ɾ a l d o
hervé	e ɾ v e
hipotètics	i p o t ɛ t i k s
honori	o n o ɾ i
iberoamericans	i b e ɾ o a m e ɾ i k a n s
idealistes	i d e a l i s t e s
idle	i d l e
indicativa	i n d i k a t i v a
injectada	i n ʒ e k t a d a
invulnerable	i n v u l n e ɾ a b l e
juegos	ʒ w e ɡ o s
jurídico	ʒ u ɾ i d i k o
karolina	k a ɾ o l i n a
kattegat	k a t t e ɡ a t
kirill	k i ɾ i l
klee	k l i
koldo	k o l d o
laboriosa	l a b o ɾ j o s a
lamarque	l a m a ɾ k e
lapa	l a p a
latinos	l a t i n o s
legión	l e d͡ʒ j o n
leica	l e j k a
liberià	l i b e ɾ j a
lift	l i f t
lillo	l i l l o
lisi	l i s i
literals	l i t e ɾ a l s
luterana	l u t e ɾ a n a
maat	m aː t
malves	m a l v e s
malí	m a l i
mariel	m a ɾ j ɛ l
marineres	m a ɾ i n e ɾ e s
melena	m e l e n a
melòdics	m e l ɔ d i k s
mentalitats	m e n t a l i t a t s
microbiana	m i k ɾ o b j a n a
migas	m i ɡ a s
milk	m i l k
miralcamp	m i ɾ a l k a m p
moga	m o ɡ a
morbosa	m o ɾ b o s a
muggles	m u ɡ ɡ l e s
mullem	m u l l ɛ m
místiques	m i s t i k e s
navès	n a v ɛ s
necessità	n e θ e s s i t a
nuestras	n w e s t ɾ a s
observables	o b s e ɾ v a b l e s
odiosa	o d j o s a
omc	o m k
organa	o ɾ ɡ a n a
osm	o z m
panasonic	p a n a s ɔ n i k
parade	p a ɾ a d e
parsifal	p a ɾ s i f a l
pava	p a v a
pavimentada	p a v i m e n t a d a
pedanies	p e d a n j e s
perpetuïtat	p e ɾ p e t u i t a t
petru	p e t ɾ u
pij	p i ʒ
platgeta	p l a d d͡ʒ e t a
preguntaren	p ɾ e ɡ u n t a ɾ ɛ n
prescriu	p ɾ e s k ɾ j u
proactivitat	p ɾ o a k t i v i t a t
provaria	p ɾ o v a ɾ j a
quística	k i s t i k a
reductors	r e d u k t o ɾ s
reloaded	r e l o a d e d
requadre	r e k w a d ɾ e
restrictiu	r e s t ɾ i k t j u
romo	r o m o
saez	s a e z
salers	s a l e ɾ s
saraus	s a ɾ a u s
secretos	s e k ɾ e t o s
serenata	s e ɾ e n a t a
serenates	s e ɾ e n a t e s
sintàctiques	s i n t a k t i k e s
sio	s i o
sombras	s o m b ɾ a s
stolen	s t o l ɛ n
suplementària	s u p l e m e n t a ɾ j a
suspés	s u s p e s
talks	t a l k s
tardans	t a ɾ d a n s
targa	t a ɾ ɡ a
taure	t a w ɾ e
thaddeus	t a d d e u s
thunder	t u n d e ɾ
tombada	t o m b a d a
toth	t o t
tundra	t u n d ɾ a
turqueses	t u ɾ k e s e s
valgué	v a l ɡ e
vocable	v o k a b l e
voga	v o ɡ a
xinxa	ʃ i n ʃ a
öcalan	ø k a l a n
über	y b e ɾ
abaratir	a b a ɾ a t i ɾ
abdica	a b d i k a
acci	a t t͡ʃ i
acrobàtic	a k ɾ o b a t i k
adherim	a d e ɾ i m
adreçava	a d ɾ e s a v a
aerostàtic	a e ɾ o s t a t i k
agraïsc	a ɡ ɾ a i s k
ajudades	a ʒ u d a d e s
aliaren	a l j a ɾ ɛ n
ambienta	a m b j ɛ n t a
amortidors	a m o ɾ t i d o ɾ s
angulo	a n ɡ u l o
antonietta	a n t o n j e t t a
aoyama	a o j a m a
aque	a k e
arif	a ɾ i f
artístico	a ɾ t i s t i k o
atravessa	a t ɾ a v e s s a
atònit	a t ɔ n i t
barbitúrics	b a ɾ b i t u ɾ i k s
besnét	b e s n e t
biedma	b j e d m a
biocombustibles	b i o k o m b u s t i b l e s
biure	b j u ɾ e
boet	b o e t
borla	b o ɾ l a
boti	b o t i
brunswick	b ɾ u n s w i k
buesa	b w e s a
bèrgam	b ɛ ɾ ɡ a m
cabify	k a b i f i
calgué	k a l ɡ e
canosa	k a n o s a
capsigrany	k a p s i ɡ ɾ a n i
carnis	k a ɾ n i s
cinematògraf	θ i n e m a t ɔ ɡ ɾ a f
circulo	t͡ʃ i ɾ k u l o
clerical	k l e ɾ i k a l
colectivo	k o l e k t i v o
comentats	k o m e n t a t s
condemnà	k o n d e m n a
confeccionada	k o n f e t t͡ʃ o n a d a
consolidades	k o n s o l i d a d e s
contractava	k o n t ɾ a k t a v a
contrapàs	k o n t ɾ a p a s
cookie	k u k i
coproduïda	k o p ɾ o d u i d a
corsa	k o ɾ s a
cortesà	k o ɾ t e s a
cortos	k o ɾ t o s
crusaders	k ɾ u z a d e ɾ s
culpava	k u l p a v a
càntirs	k a n t i ɾ s
democr	d e m o k ɾ
desastroses	d e s a s t ɾ o s e s
devito	d e v i t o
dinen	d i n ɛ n
